Learning Type~Course Title~Description
eLearning~ Watson Knowledge Studio Foundations and Methodology~ This course will familiarize you with end-to-end development of machine learning annotators utilizing Watson Knowledge Studio.
eLearning~ Advanced Machine Learning Models Using IBM SPSS Modeler (V18.2)~ This course presents advanced models available in IBM SPSS Modeler. The participant is first introduced to a technique named PCA/Factor, to reduce the number of fields to a number of core factors, referred to as components or factors. The next topics focus on supervised models, including Support Vector Machines, Random Trees, and XGBoost. Methods are reviewed on how to analyze text data, combine individual models into a single model, and how to enhance the power of IBM SPSS Modeler by adding external models, developed in Python or R, to the Modeling palette.
eLearning~ Artificial Intelligence Concepts~ This course is all about AI.
